round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
1,2.5676751136779785,0.14569535851478577,4.533661365509033,0.4331818222999573,0.34375033242923225
2,1.472899079322815,0.430463582277298,3.7551028728485107,0.4968181848526001,0.4468441674985049
3,1.256640076637268,0.4701986610889435,3.4278359413146973,0.5009090900421143,0.4501572000509997
4,1.197908878326416,0.5298013091087341,3.1796751022338867,0.49636363983154297,0.4475608183902626
5,1.1511448621749878,0.5298013091087341,2.9064266681671143,0.5054545402526855,0.46156969645744816
6,1.0761595964431763,0.5761589407920837,2.6390233039855957,0.5045454502105713,0.45518651029394747
7,1.0935224294662476,0.49668875336647034,2.3331379890441895,0.49954545497894287,0.4469631489776447
8,1.0257359743118286,0.5231788158416748,2.1049745082855225,0.5899999737739563,0.5241206734943197
9,1.0826691389083862,0.556291401386261,1.8890548944473267,0.5,0.4481101137569502
10,1.096222996711731,0.49668875336647034,1.6698498725891113,0.5909090638160706,0.5176433685787009
11,1.0447522401809692,0.5231788158416748,1.63430917263031,0.5799999833106995,0.5214403322836059
12,1.0781023502349854,0.4900662302970886,1.4171262979507446,0.5518181920051575,0.5074910802622012
13,1.082683801651001,0.4834437072277069,1.387254238128662,0.6009091138839722,0.5593061791072003
14,1.0471763610839844,0.49668875336647034,1.4021600484848022,0.5963636636734009,0.5273372756831363
15,1.0163853168487549,0.556291401386261,1.4940963983535767,0.5913636088371277,0.5237965795125694
16,1.067243218421936,0.5364238619804382,1.4374462366104126,0.596818208694458,0.5288491967339863
17,1.0546815395355225,0.5231788158416748,1.2791498899459839,0.5981818437576294,0.530443904609737
18,1.0766253471374512,0.4900662302970886,1.3461271524429321,0.5950000286102295,0.5246249030110754
19,1.0333460569381714,0.503311276435852,1.1593776941299438,0.6409090757369995,0.594421995461518
20,1.0246038436889648,0.5430463552474976,0.9373641610145569,0.5981818437576294,0.5270198903172467
