round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
1,2.1477863788604736,0.23594847321510315,0.8582053184509277,0.6866341233253479,0.6340191113343756
2,0.9604704976081848,0.6170960068702698,0.711297869682312,0.6883902549743652,0.6287335803132853
3,0.7821194529533386,0.6621779799461365,0.648562490940094,0.6909268498420715,0.6317190884396424
4,0.7038876414299011,0.6797423958778381,0.6040087342262268,0.6934633851051331,0.6347695590489197
5,0.6471680998802185,0.6914519667625427,0.577109158039093,0.6934633851051331,0.6637550303700862
6,0.6230048537254333,0.6902810335159302,0.5663852095603943,0.696975588798523,0.6556190234560348
7,0.5922887921333313,0.6932084560394287,0.555904746055603,0.7092682719230652,0.6807507145385966
8,0.5761961936950684,0.6914519667625427,0.546977162361145,0.7020487785339355,0.660568562247172
9,0.5701557397842407,0.6920374631881714,0.5448055863380432,0.7018536329269409,0.6574831777650622
10,0.5608344674110413,0.6896955370903015,0.543694794178009,0.7030243873596191,0.6624164798892596
11,0.5494323372840881,0.6955503225326538,0.5393357276916504,0.7043902277946472,0.6863579357459388
12,0.5495491027832031,0.7107728123664856,0.5399554371833801,0.7049756050109863,0.6626893366529497
13,0.542033851146698,0.7090163826942444,0.5364142060279846,0.7022439241409302,0.6605422075122251
14,0.5509557723999023,0.705503523349762,0.534654438495636,0.700292706489563,0.6581983712291907
15,0.5355647802352905,0.7113583087921143,0.5342669486999512,0.7079024314880371,0.6667068313300681
16,0.5389794111251831,0.7014051675796509,0.5331736207008362,0.7045853734016418,0.6936620719111869
17,0.5360927581787109,0.7031615972518921,0.5321683883666992,0.7080975770950317,0.6674947418022639
18,0.5362538695335388,0.7137002348899841,0.5271664261817932,0.7077073454856873,0.6706441342196053
19,0.527280867099762,0.7084308862686157,0.5271946787834167,0.7028292417526245,0.6802669947477379
20,0.5293682217597961,0.6926229596138,0.5272620320320129,0.70243901014328,0.6908690637388168
