round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
1,2.432746648788452,0.17917917668819427,0.9607903361320496,0.6463636159896851,0.6123815165381349
2,1.0484596490859985,0.5575575828552246,0.7991288900375366,0.6922727227210999,0.648303555167319
3,0.8802915215492249,0.6116116046905518,0.7065834999084473,0.692727267742157,0.6488985432834382
4,0.7635875940322876,0.6641641855239868,0.6507630348205566,0.7027272582054138,0.6742665218132355
5,0.6902705430984497,0.6716716885566711,0.6038167476654053,0.7145454287528992,0.6715185058068689
6,0.6451893448829651,0.6806806921958923,0.5754139423370361,0.7136363387107849,0.6711788772050776
7,0.6090646982192993,0.6871871948242188,0.5512797236442566,0.7159090638160706,0.6732362499344361
8,0.5794072151184082,0.6871871948242188,0.5397887229919434,0.7099999785423279,0.6749619764862849
9,0.567208468914032,0.6976976990699768,0.5288388729095459,0.7159090638160706,0.6818420372535713
10,0.5552002787590027,0.695195198059082,0.5201992988586426,0.7149999737739563,0.6873803953536525
11,0.5441650152206421,0.7057057023048401,0.5147107243537903,0.7131817936897278,0.6858209313710445
12,0.5369820594787598,0.695695698261261,0.5109028816223145,0.7213636636734009,0.6850256303182846
13,0.5284309983253479,0.7127127051353455,0.5068260431289673,0.7131817936897278,0.6849858184255774
14,0.5164338946342468,0.7217217087745667,0.5040826201438904,0.7159090638160706,0.6814076315297755
15,0.5242269039154053,0.7012012004852295,0.5043627023696899,0.7136363387107849,0.6697672730372307
16,0.522056519985199,0.7167167067527771,0.5034182667732239,0.7172726988792419,0.6892013673681672
17,0.5115714073181152,0.7217217087745667,0.5008202195167542,0.7181817889213562,0.6895507744802791
18,0.5157456994056702,0.7147147059440613,0.4995063841342926,0.7200000286102295,0.6880641311036881
19,0.5071843862533569,0.7097097039222717,0.4981033504009247,0.7200000286102295,0.6922851825044406
20,0.509182333946228,0.7132132053375244,0.49687129259109497,0.725454568862915,0.693856983717958
