round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
1,3.011969566345215,0.09560975432395935,1.1268956661224365,0.5259090662002563,0.479830644731329
2,1.1618114709854126,0.5141463279724121,1.031093955039978,0.6045454740524292,0.5339330709854349
3,1.0560187101364136,0.5395122170448303,0.9647102355957031,0.6731818318367004,0.6151636347034316
4,0.996642529964447,0.5824390053749084,0.8967767953872681,0.6940909028053284,0.6345651332106437
5,0.9506064653396606,0.5600000023841858,0.8349485397338867,0.6945454478263855,0.6355666541693644
6,0.886807918548584,0.5941463708877563,0.7935945391654968,0.692727267742157,0.6340444453640777
7,0.8481582999229431,0.6000000238418579,0.757890522480011,0.692727267742157,0.6329895702635473
8,0.8213147521018982,0.6263414621353149,0.7328804731369019,0.682272732257843,0.6232034179887527
9,0.8053328394889832,0.6204878091812134,0.7077698111534119,0.6968181729316711,0.6378702634364857
10,0.7729806303977966,0.6380487680435181,0.6876851320266724,0.6990908980369568,0.6413843918781305
11,0.7720537781715393,0.5951219797134399,0.6683244109153748,0.6990908980369568,0.6405804813803088
12,0.7348359227180481,0.6634146571159363,0.6530144810676575,0.6949999928474426,0.6472405700387066
13,0.7416504621505737,0.6458536386489868,0.6411965489387512,0.6972727179527283,0.638432436528985
14,0.7143487930297852,0.6351219415664673,0.6223055720329285,0.6995454430580139,0.6407676628995704
15,0.7224186658859253,0.6390243768692017,0.61202472448349,0.706818163394928,0.6700427409626981
16,0.7060511708259583,0.6565853953361511,0.6039134860038757,0.699999988079071,0.6413848955711497
17,0.676059365272522,0.6448780298233032,0.5936648845672607,0.706818163394928,0.6517552830318745
18,0.687820553779602,0.6468292474746704,0.5878304243087769,0.6986363530158997,0.6405788147632591
19,0.6749770641326904,0.6741463541984558,0.5810633897781372,0.7009090781211853,0.6424020716342115
20,0.6745736598968506,0.6439024209976196,0.5696760416030884,0.7013636231422424,0.6427231509590667
