round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
1,2.4331090450286865,0.1336585432291031,3.7624661922454834,0.524545431137085,0.48335219094302767
2,1.226126790046692,0.4995121955871582,1.032791256904602,0.5931817889213562,0.5240407726992385
3,1.1296817064285278,0.535609781742096,0.9804311394691467,0.5959091186523438,0.5217209146552007
4,1.0620938539505005,0.5600000023841858,0.9208570718765259,0.6877272725105286,0.6294384078776069
5,0.9860033988952637,0.5960975885391235,0.8638453483581543,0.5950000286102295,0.5425821106748016
6,0.9421184659004211,0.6185365915298462,0.8156342506408691,0.6081818342208862,0.5463122827763292
7,0.8923741579055786,0.6321951150894165,0.7812904119491577,0.6904545426368713,0.6306244373630749
8,0.8449808955192566,0.6458536386489868,0.7481434345245361,0.6918181777000427,0.6334165225076112
9,0.8183609843254089,0.642926812171936,0.7291386127471924,0.6922727227210999,0.6324695275023067
10,0.790989339351654,0.6575610041618347,0.7142012715339661,0.6904545426368713,0.6308676410659896
11,0.7747402191162109,0.6517072916030884,0.6970998048782349,0.6736363768577576,0.6150793510706903
12,0.7493563294410706,0.6653658747673035,0.6835578680038452,0.6913636326789856,0.6305833251408525
13,0.7294395565986633,0.6721951365470886,0.6673334836959839,0.6922727227210999,0.6328113953761546
14,0.7143353819847107,0.6780487895011902,0.6536535024642944,0.6913636326789856,0.6326552635637441
15,0.715522825717926,0.6741463541984558,0.6425608396530151,0.6922727227210999,0.6341467014439518
16,0.6997389793395996,0.6702439188957214,0.6263833045959473,0.6904545426368713,0.6322892008171768
17,0.6802797317504883,0.671219527721405,0.6243780851364136,0.6909090876579285,0.631556749805235
18,0.6762981414794922,0.6614634394645691,0.608322262763977,0.6922727227210999,0.6346501820894151
19,0.649296224117279,0.6936585307121277,0.6023690104484558,0.6904545426368713,0.647282883852736
20,0.658694863319397,0.6829268336296082,0.5916971564292908,0.6949999928474426,0.6365099393143046
