round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
1,2.338223695755005,0.20725995302200317,0.8984411358833313,0.6917073130607605,0.6364109062287469
2,0.9210048317909241,0.6211943626403809,0.6937580704689026,0.6891707181930542,0.6289820868600754
3,0.7350471019744873,0.6592505574226379,0.6158686280250549,0.691317081451416,0.6399368447730709
4,0.6556391716003418,0.6709601879119873,0.5646711587905884,0.6934633851051331,0.6346359123403744
5,0.6057991981506348,0.6844262480735779,0.5428836941719055,0.6952195167541504,0.6353416052103432
6,0.5764180421829224,0.6826698184013367,0.527077853679657,0.6985365748405457,0.6471463485955827
7,0.5701593160629272,0.6803278923034668,0.521899938583374,0.6973658800125122,0.6426960589210249
8,0.55333012342453,0.6943793892860413,0.518836259841919,0.6995121836662292,0.6447942309106458
9,0.5503342151641846,0.6879391074180603,0.5181562304496765,0.7133658528327942,0.6682280644833196
10,0.5434002876281738,0.7072599530220032,0.5145518183708191,0.7018536329269409,0.6482010520230522
11,0.5482567548751831,0.6762295365333557,0.5138617753982544,0.6965853571891785,0.6373759223340394
12,0.5374605655670166,0.7172130942344666,0.5101383924484253,0.6946341395378113,0.6347087007062214
13,0.5352271199226379,0.6932084560394287,0.5083326697349548,0.6983414888381958,0.6398206924011367
14,0.5327178239822388,0.7014051675796509,0.5071806907653809,0.7071219682693481,0.6577147384263886
15,0.5339331030845642,0.6967213153839111,0.5054519772529602,0.7192195057868958,0.686532182024423
16,0.5333723425865173,0.6978922486305237,0.5043127536773682,0.6958048939704895,0.6353301254574552
17,0.5249204039573669,0.7072599530220032,0.5032718777656555,0.7164878249168396,0.6728311168475145
18,0.5246590375900269,0.709601879119873,0.5032509565353394,0.7174634337425232,0.6748270958321856
19,0.5314109921455383,0.705503523349762,0.5005536079406738,0.720390260219574,0.6797754950036902
20,0.522715151309967,0.7090163826942444,0.4979608952999115,0.7205853462219238,0.6804987453320466
