round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
1,2.395697593688965,0.15121951699256897,1.911771535873413,0.34439024329185486,0.26943095034478687
2,1.8208731412887573,0.3541463315486908,1.5689090490341187,0.41951218247413635,0.3325029664091451
3,1.5663940906524658,0.410731703042984,1.4034518003463745,0.442926824092865,0.3597548206302627
4,1.4368512630462646,0.44780486822128296,1.3150420188903809,0.3919999897480011,0.39735434743726256
5,1.341904878616333,0.48097559809684753,1.2539438009262085,0.48878049850463867,0.43413552198292427
6,1.2946213483810425,0.46634146571159363,1.215527057647705,0.5018536448478699,0.45313788847063163
7,1.2641080617904663,0.4839024245738983,1.1835846900939941,0.5077072978019714,0.46070914623468234
8,1.2518203258514404,0.5004878044128418,1.1700953245162964,0.502439022064209,0.45366066915512954
9,1.2283172607421875,0.49560976028442383,1.151499629020691,0.5045853853225708,0.455350394995174
10,1.2063120603561401,0.5004878044128418,1.137742042541504,0.5886829495429993,0.5155644524907461
11,1.1838964223861694,0.5112195014953613,1.127401351928711,0.5153170824050903,0.47111435530905216
12,1.1759002208709717,0.5141463279724121,1.1161503791809082,0.516878068447113,0.47529430542776285
13,1.181347370147705,0.5053658485412598,1.106035590171814,0.5962926745414734,0.5455338728817252
14,1.1425515413284302,0.5219511985778809,1.1015195846557617,0.5043902397155762,0.45467662932626496
15,1.1616507768630981,0.5190243721008301,1.094322919845581,0.5149268507957458,0.4716806620571921
16,1.1539198160171509,0.5053658485412598,1.1018048524856567,0.5662438869476318,0.4839760395320163
17,1.1484249830245972,0.5199999809265137,1.0795915126800537,0.5155121684074402,0.47081482196767
18,1.1398926973342896,0.5053658485412598,1.0792157649993896,0.5159024596214294,0.471522318622427
19,1.1389987468719482,0.523902416229248,1.0729237794876099,0.5937560796737671,0.5222961134679585
20,1.136684775352478,0.5278048515319824,1.0791606903076172,0.5894634127616882,0.5153254106371671
