round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
1,2.9177613258361816,0.07999999821186066,7.742498397827148,0.33909091353416443,0.21637657589061632
2,1.8565822839736938,0.3199999928474426,6.960651874542236,0.3690909147262573,0.2526438720500394
3,1.4231386184692383,0.5199999809265137,6.773566722869873,0.5313636660575867,0.4332092192747239
4,1.3317537307739258,0.5199999809265137,6.811549663543701,0.5559090971946716,0.45908310567586136
5,1.3565407991409302,0.4399999976158142,6.937956809997559,0.5640909075737,0.4671200201507646
6,1.2523553371429443,0.5099999904632568,7.021463871002197,0.5654545426368713,0.4647544721402184
7,1.2808053493499756,0.44999998807907104,7.048323631286621,0.5409091114997864,0.4707810570636125
8,1.2313103675842285,0.5,7.1642842292785645,0.6259090900421143,0.5440633781974286
9,1.1867587566375732,0.5199999809265137,7.19728946685791,0.4777272641658783,0.41494531865872136
10,1.1778013706207275,0.49000000953674316,7.195334434509277,0.5686363577842712,0.4679143124426171
11,1.2271219491958618,0.4699999988079071,7.22054386138916,0.48636364936828613,0.4121964085678999
12,1.2437175512313843,0.4699999988079071,7.304623126983643,0.517727255821228,0.4531615216305236
13,1.1997684240341187,0.4300000071525574,7.3623504638671875,0.5995454788208008,0.5185231297171595
14,1.1803289651870728,0.46000000834465027,7.453970909118652,0.5722727179527283,0.48505884070810423
15,1.2251741886138916,0.47999998927116394,7.4514594078063965,0.5672727227210999,0.46728336425827066
16,1.1249669790267944,0.5400000214576721,7.542550563812256,0.5672727227210999,0.4666215925905229
17,1.1386168003082275,0.5,7.626667022705078,0.5686363577842712,0.46793209967362104
18,1.2236019372940063,0.4300000071525574,7.6410651206970215,0.5745454430580139,0.483855815393529
19,1.2009317874908447,0.4300000071525574,7.665644645690918,0.5686363577842712,0.46796628255202044
20,1.093193769454956,0.49000000953674316,7.769143104553223,0.628636360168457,0.5408089747307314
