round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
1,2.583814859390259,0.14374445378780365,1.0569605827331543,0.6045454740524292,0.5479481514600715
2,1.152232050895691,0.5004436373710632,0.9150574207305908,0.6922727227210999,0.6333112246067281
3,1.016831636428833,0.5554569363594055,0.8121132850646973,0.6940909028053284,0.6442878676039807
4,0.9087976813316345,0.5758651494979858,0.7428517937660217,0.6913636326789856,0.643032385516098
5,0.8268848657608032,0.614019513130188,0.6914447546005249,0.6922727227210999,0.6444930206265418
6,0.7898067831993103,0.6299911141395569,0.6584292650222778,0.6931818127632141,0.6454945736467833
7,0.7517145872116089,0.6264418959617615,0.6325410008430481,0.692727267742157,0.6451547329358969
8,0.7224537134170532,0.6539485454559326,0.6093218326568604,0.6986363530158997,0.6596739798133462
9,0.6977629065513611,0.6406388878822327,0.5917051434516907,0.6931818127632141,0.6453184477512353
10,0.6847534775733948,0.649511992931366,0.5751234292984009,0.6945454478263855,0.6477121670207392
11,0.6769658923149109,0.636202335357666,0.5629059076309204,0.6949999928474426,0.6490824450340729
12,0.6505003571510315,0.646850049495697,0.5513145923614502,0.6968181729316711,0.6510088307798706
13,0.6414803266525269,0.6761313080787659,0.5458794236183167,0.6931818127632141,0.6448693512666094
14,0.6243203282356262,0.6619343161582947,0.5381578207015991,0.6940909028053284,0.6457108763686471
15,0.6122414469718933,0.6637089848518372,0.5349174737930298,0.7131817936897278,0.6699990407514999
16,0.5984372496604919,0.682342529296875,0.5288599729537964,0.706818163394928,0.669661233990085
17,0.6106936931610107,0.6734693646430969,0.5273544192314148,0.7172726988792419,0.6744329221116082
18,0.5950778126716614,0.6681455373764038,0.5233979225158691,0.6972727179527283,0.6506328483601613
19,0.5874988436698914,0.6779059171676636,0.5228126049041748,0.7099999785423279,0.6763613646186768
20,0.5910841226577759,0.6734693646430969,0.5204725861549377,0.7018181681632996,0.6593237755692584
