round,train_loss,train_accuracy,eval_loss,eval_accuracy,f1_score
1,3.063098192214966,0.09365853667259216,1.7350808382034302,0.38926827907562256,0.3353098716041063
2,1.8608769178390503,0.34243902564048767,1.4287573099136353,0.49073171615600586,0.4402151000840574
3,1.5098857879638672,0.4439024329185486,1.281972885131836,0.4753170609474182,0.3972793383934628
4,1.3299301862716675,0.4848780632019043,1.2038224935531616,0.513560950756073,0.4715792750052431
5,1.2380609512329102,0.5102438926696777,1.1557308435440063,0.5159024596214294,0.47348464315993527
6,1.176385521888733,0.5151219367980957,1.1238458156585693,0.5047804713249207,0.45168654716826745
7,1.1195380687713623,0.5512195229530334,1.0993703603744507,0.517658531665802,0.47383432277289433
8,1.1047946214675903,0.5209755897521973,1.077139139175415,0.5980488061904907,0.5393197966048475
9,1.0852181911468506,0.5424390435218811,1.060709834098816,0.6167804598808289,0.5607953421389149
10,1.0538280010223389,0.561951220035553,1.045423150062561,0.6054633855819702,0.5510977352535367
11,1.049081802368164,0.561951220035553,1.0322595834732056,0.6411707401275635,0.5981136396420013
12,1.0388517379760742,0.557073175907135,1.0182631015777588,0.6915121674537659,0.6771498007345589
13,1.0266919136047363,0.5765853524208069,1.0062857866287231,0.6138536334037781,0.5591601332421314
14,1.0119917392730713,0.561951220035553,0.9938122034072876,0.6897560954093933,0.6439642708445259
15,0.9931767582893372,0.5746341347694397,0.9844681024551392,0.6924877762794495,0.6490017940965115
16,0.9855942130088806,0.5775609612464905,0.9747270345687866,0.6919024586677551,0.6381106761294439
17,0.9669317603111267,0.5921950936317444,0.9593666195869446,0.6934633851051331,0.6494330222457908
18,0.9546531438827515,0.5990244150161743,0.9485478401184082,0.6922926902770996,0.6487335672776298
19,0.9449735879898071,0.6146341562271118,0.9376010894775391,0.6874146461486816,0.6287806094750895
20,0.936698853969574,0.6136585474014282,0.92841637134552,0.6876097321510315,0.6290369933439514
